USN,Internal 1,Internal 2,Internal 3,Lab Marks,Assignment,Seminar(Discipline),Seminar(Report),Seminar(Presentation),Overall Feedback
4CB21CB986,19,19,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB987,18,18,19,9,9,2,4,11,Good performance. Focus on improving theory.
4CB21CB988,19,19,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB989,18,19,18,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB990,19,18,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB991,18,18,18,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB992,19,19,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB993,18,19,18,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB994,19,18,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB995,19,18,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB996,18,19,18,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB997,19,19,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB998,18,18,20,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB999,19,19,18,9,10,3,4,11,Excellent performance. Keep up the good work!
4CB21CB1000,19,19,20,10,9,3,5,12,Excellent performance in all aspects.
